id_port,name,freq,w_dist,L_deg,P_deg,A_deg,L_unw_dist,P_unw_dist,A_unw_dist,travel_time_c0,travel_time_c2,nb_reach_c0,nb_reach_c2
5145,Ancona,1.3333,6.2597,17,37,85,2.8879,2.4302,2.3066,14.1639,24.1385,433.0617,399.2099
681,Kristiansand,1.0667,5.7249,18,32,63,2.8124,2.3501,2.2838,13.7197,23.9484,434.8765,408.4074
501,Chornomorsk,1.5167,6.8402,31,120,164,2.3936,1.8924,1.8261,14.975,24.4603,433.358,404.1605
1652,Pekanbaru,0.3667,6.8428,6,9,9,2.8352,2.4233,2.3638,14.5349,28.0839,431.9753,383.8272
3062,Belawan,2.4,4.7505,18,21,60,2.7666,2.3684,2.2151,9.8575,19.8785,435.6049,411.2963
1452,Pointe a Pitre,1.025,4.9267,25,55,77,2.73,2.0961,1.9588,14.2335,24.9955,435.0247,405.6543
5041,Belem,0.3833,6.9517,4,24,45,3.4966,2.3616,2.2426,20.227,29.7908,426.2963,387.4444
253,Belfast,2.225,6.317,15,37,52,2.8307,2.3455,2.2838,13.3345,22.1762,435.1852,412.7531
372,Nagasaki,0.3,5.3469,4,4,18,3.1739,2.4622,2.2883,12.6648,27.8537,436.6173,387.037
2235,Puerto Barrios,0.3917,6.3389,7,7,10,3.135,2.7826,2.6316,16.8435,29.681,433.5185,397.7778
1254,Lyttelton,1.8167,7.4166,18,68,96,3.373,2.222,2.0618,19.4156,29.2542,413.7654,372.1852
9703,Tangier-Mediterranee,2.9667,4.1633,84,210,282,2.2037,1.8009,1.7208,11.2212,19.945,435.7654,419.4938
1786,Tangier,0.4833,5.2069,25,73,108,2.7551,2.3341,2.0206,14.7941,25.3386,433.1975,391.9506
1314,Shibushi,0.4833,5.3088,10,19,41,3.1396,2.4142,2.3089,10.7927,24.81,436.5679,386.4444
5134,Hirao,0.4667,5.3501,11,23,35,2.9062,2.3204,2.2586,5.4811,10.9826,222.1975,206.0123
1107,Belize City,0.475,6.8098,4,10,38,3.4989,2.8009,2.4188,14.9151,26.0196,432.6173,394.7901
811,Kolkata,2.4917,6.7806,20,28,68,2.7735,2.3753,2.1693,11.7513,21.3576,435.679,408.0864
790,Mejillones,0.65,5.3312,20,82,122,2.9908,1.9565,1.881,15.6267,28.8802,430.8395,365.8889
6418,Shenzhen,0.5917,4.4766,16,84,122,2.6041,2.0892,2.0023,11.3473,22.8685,436.6667,393.9012
2414,Radicatel,0.6583,5.5779,8,12,16,2.9497,2.4989,2.3249,15.0052,26.0342,434.2346,390.8765
6047,Rades,1.95,6.12,30,52,108,2.8215,2.3684,2.1579,13.6093,22.4966,433.9383,406.8765
1546,Palma(Canary Is),0.4,5.9229,7,12,18,3.2906,2.5721,2.3799,17.0768,29.9891,430,362.1481
7559,Manzanillo(PAN),9.375,4.5556,83,239,307,2.2243,1.7368,1.6453,10.3063,18.8881,437,422.0123
3590,Shekou,9.8917,4.4402,51,247,331,2.4783,1.7574,1.643,8.3439,17.6079,437,421.4198
1139,Hiroshima,3.6417,5.1365,27,39,76,2.865,2.3364,2.2197,9.3693,20.3096,436.9506,410.358
2993,Hamburg,25.8083,5.0607,105,365,446,2.3043,1.5973,1.4966,11.2559,19.2267,436,422.679
5749,Annaba,0.625,4.6495,26,60,87,2.8307,2.254,2.1968,12.3855,23.5804,433.7407,400.9383
6142,Diliskelesi,0.5083,6.1882,12,66,100,2.7941,2.0435,1.9611,17.8237,28.5452,422.4815,371.7778
1369,San Juan(PRI),2.4417,4.7047,33,79,127,2.6407,2.1602,2.0526,12.0336,21.6935,436.7037,411.0617
2631,Port of Spain,3.2,4.0975,51,147,196,2.5057,1.8902,1.8055,11.5719,21.6991,436.9136,427.7778
3191,Iwakuni,0.4417,5.3211,12,26,39,2.9016,2.3158,2.2586,21.0744,32.3484,436.3333,401.037
5075,Hamina,0.7833,7.308,10,23,51,2.9519,2.3593,2.2883,15.2226,26.3521,433.9753,392.1605
3719,Cadiz,2.05,4.7919,35,58,81,2.6568,2.2632,2.1533,12.5954,21.4166,434.9506,411.9012
2385,Antalya,0.5667,6.1504,16,35,70,3.1487,2.4645,2.1465,15.7205,27.4425,431.1481,384.7407
2567,Point Lisas,0.975,5.3496,33,73,91,2.7483,2.1854,2.1396,14.1722,24.2434,433.4074,405.1481
2714,Civitavecchia,0.5083,5.711,7,12,61,3.0526,2.5538,2.2723,13.9636,25.721,432.2716,384.8025
4717,Tsuruga,0.7917,5.6681,8,12,30,3.1693,2.4554,2.3547,10.6927,22.8627,436.716,406.2593
5094,Tampa,0.4917,5.6006,7,10,46,3.1762,2.6178,2.2037,14.7764,27.7197,434.9877,396.8148
3272,Laem Chabang,20.6417,5.1439,57,167,262,2.4439,1.8719,1.7231,8.7232,17.7462,437,422.6173
2201,Cagayan de Oro,0.475,5.9043,5,11,18,3.508,2.3547,2.2563,13.0825,25.5049,436.6049,392.0741
963,Antofagasta,0.9,5.7334,14,76,115,3.2838,1.9954,1.8947,14.6655,27.7169,436.4568,384.0247
4250,Port Muhammad Bin Qasim,2.65,5.7226,26,111,176,2.5446,1.9222,1.8375,10.783,21.0052,436.2716,412.2593
4992,Cagliari,4.4667,5.501,67,147,200,2.4416,1.9497,1.7849,12.2096,21.0802,435.3457,414.8889
576,Antwerp,23.3583,4.6042,152,434,492,1.9817,1.5217,1.4508,10.6814,17.9205,436.1852,424.5062
3380,Nassau,0.85,5.654,5,5,16,3.016,2.6934,2.4851,12.7488,23.925,436.037,411.8519
3618,Sharjah,1.0917,5.6114,16,25,65,2.7689,2.3616,2.1945,12.0497,24.5707,436.716,401.0494
5137,Masan,1.1417,5.3215,16,32,46,2.6133,2.2632,2.2151,9.9872,22.0713,436.8642,405.1235
4444,Grangemouth,2.2833,5.3298,13,16,33,2.7849,2.3753,2.3158,12.3163,21.3843,435.7778,418.4198
1282,Shantou,0.8917,5.0093,18,33,82,2.7208,2.2792,2.0801,9.2755,20.4797,436.9877,413.5926
8914,Fushiki-Toyama,2.5333,5.6523,20,29,68,2.8947,2.3478,2.2243,10.5604,22.3742,436.6667,405.3457
3824,Wellington,1.175,8.0734,11,61,74,3.3112,2.2197,2.1716,19.5932,29.8335,414.3704,365.8642
90,Apapa-Lagos,2.9417,5.5655,38,158,219,2.5057,1.8215,1.7574,14.9117,23.6423,435.9383,396.358
1182,Shanghai,62.8333,4.2871,168,472,534,2.032,1.4394,1.3822,8.3354,17.2893,437,423.0741
2779,Palermo,0.4167,6.1218,11,22,32,3.3341,2.5538,2.3638,16.2784,27.8175,432.7037,383.3951
4326,Izmir,6.8417,6.1437,63,152,212,2.659,1.9565,1.8513,12.6404,21.2681,434.5556,407.9753
4760,Izmit,0.4333,6.8028,19,68,110,3.2334,2.1831,1.9451,17.3529,31.0414,431.321,384.2593
1612,Talcahuano,0.3417,5.7566,11,74,107,2.7872,1.984,1.8856,18.6467,33.0559,427.2716,360.284
2346,Djibouti,2.725,5.1455,46,130,175,2.6041,1.8856,1.8215,12.2738,21.2665,436.3951,415.8025
4438,Weihai,1.6083,5.2609,17,24,31,3.0961,2.3478,2.254,9.1159,21.4619,436.9259,406.2716
5778,Aqaba,2.8417,6.54,35,117,178,2.3936,1.8741,1.8009,12.9691,21.0162,435.7901,417.358
1997,Oran,0.6667,4.7928,20,34,61,2.8627,2.4119,2.2014,14.3566,25.3678,434.963,395.642
4295,Mesaieed,0.8917,5.9908,5,7,13,3.2014,2.7185,2.6247,11.8725,23.9011,436.642,391.642
3432,Fuzhou,1.25,4.9272,20,65,112,2.6156,2.151,2.0092,9.728,20.2454,436.8765,413.6173
9719,Evyap,0.45,6.6123,17,89,132,3.1602,1.9336,1.865,17.9346,30.4097,422.0741,349.5185
3529,Ho Chi Minh City,11.4083,4.5773,42,101,150,2.4966,2.1236,2.0458,8.5266,17.6209,437,421.4198
2935,Liverpool,2.3,5.6321,23,56,91,2.6842,2.2586,2.1281,13.5782,22.4432,435.4198,406.3086
8435,Pecem,1.8833,6.0916,22,94,150,2.6545,2.1281,1.9725,14.9214,23.4529,433.1852,411.5556
5917,Seville,0.3167,5.6162,17,41,57,2.7483,2.3066,2.2517,19.0373,32.8679,432.0494,351.0247
1441,Caldera(CRI),1.0167,5.9215,13,49,83,3.3959,2.1945,2.0984,14.5268,25.238,433.9506,392.5802
4458,Takamatsu,0.9167,5.985,13,17,24,3.6522,2.3547,2.2952,10.0844,23.1548,436.6049,404.7037
3106,Trieste,2,6.1534,22,119,163,3.1465,1.8719,1.8146,13.9584,24.4169,432.4815,395.1728
7598,Oakland,9.4833,4.5835,49,203,259,2.5332,1.762,1.7117,9.3742,19.3973,436.963,414.0864
502,Kawasaki,0.625,5.3946,6,31,47,3.4073,2.2517,2.2151,10.4081,24.49,435.9877,394.7407
70,Warrenpoint,0.5417,7.6176,2,2,2,3.4096,2.8535,2.8032,15.4749,26.4299,432.5556,389.2716
4867,Nacala,0.3917,8.5207,9,21,36,3.2654,2.3753,2.2838,22.2588,33.1611,419.9012,343.4444
4640,Southampton,3.9833,5.116,40,120,155,2.3158,1.9062,1.8673,11.885,20.1599,435.8272,422.5926
1878,Hodeidah,1.7417,5.9471,20,41,73,2.8741,2.4943,2.1716,13.3309,23.1095,436.0247,408.3951
1891,Misurata,0.3833,5.3136,15,23,40,2.8947,2.4828,2.3776,15.6202,28.6875,429.5926,343.9753
9468,Taipei,4.3583,4.4806,33,127,171,2.5332,1.9039,1.8238,9.1961,19.6383,436.9136,418.0741
2394,Setubal,0.375,5.5966,10,36,56,2.8856,2.27,2.1648,16.5397,30.0666,433.0617,374.8025
3647,Taichung,15.9167,5.0151,33,104,138,2.5698,2.1693,2.0778,8.5356,18.663,436.9259,418.8395
4042,Callao,5.7083,4.3789,38,187,235,2.7643,1.8055,1.762,10.6613,20.6348,437.0864,418.7407
2157,Doha(QAT),1.5333,5.6616,6,12,16,3.1304,2.3707,2.3043,11.8907,23.5985,436.642,405.6914
4700,Jacksonville,1.9917,5.2225,28,112,177,2.8146,1.9886,1.8078,11.7737,21.7102,435.8889,414.9012
5160,Malmo,0.4833,5.988,9,12,40,3.0915,2.6064,2.3318,14.6254,26.0877,434.8272,402.4198
5490,Walvis Bay,0.9,4.7533,19,78,104,2.7071,2.0801,2.0275,17.3177,27.892,428.5185,386.5185
5923,Arica,0.7417,5.3327,13,65,103,3.3936,2.2288,2.0572,13.8793,26.9394,436.9136,395.3086
4572,New York,12.325,4.6464,74,278,327,2.2746,1.7071,1.6362,10.3914,18.3769,436.8519,420.6296
4823,Prince Rupert,0.4917,6.7313,4,21,39,3.6728,2.3753,2.2151,14.1969,26.7882,433.642,385.2099
402,New Tuticorin,1.5833,5.6501,17,45,55,2.7437,2.2334,2.1693,10.7882,21.6788,436.6914,412.8765
4165,Mersin,6.075,6.0386,59,181,273,2.7208,1.8513,1.7231,12.4709,21.7262,434.0864,405.8025
4231,Toyohashi,1.2083,5.3289,15,27,49,3.103,2.3455,2.2197,9.8528,22.8765,436.7531,398.2593
4593,Keelung,19.1333,4.6569,60,207,288,2.4828,1.7918,1.6819,8.5677,18.659,436.9506,416.6049
2664,San Antonio(CHL),2.6083,5.1642,33,122,151,2.6842,1.8879,1.833,13.147,23.7947,436.8765,406.0494
1534,New Plymouth,0.6417,8.0747,19,84,102,3.3158,1.9748,1.9176,21.3591,32.2513,408.1111,348.6049
1995,Greenock,1.1917,6.1619,12,17,40,2.8902,2.4119,2.3043,14.5863,24.6532,435.1481,399.0247
115,Port Klang,37.3917,4.4504,146,360,425,1.968,1.5858,1.5057,8.0869,16.3833,437,427.0988
2549,Qingdao,22.3583,4.8162,93,306,399,2.3959,1.6613,1.5492,8.3841,18.0832,437,422.4938
2445,Jakarta,15.0833,4.9819,61,136,213,2.4714,2.135,2,8.8214,18.0304,436.9136,423.9259
3434,Arrecife,0.8417,5.0448,18,32,67,2.8924,2.4119,2.1968,13.9583,25.1855,433.2469,394.6173
3381,New Orleans,1.4083,4.7106,17,103,170,2.714,2.016,1.8719,13.0413,24.1417,436.4198,409.2593
3978,Kaliningrad,0.525,6.1269,12,17,42,3.0755,2.5904,2.3021,14.9913,26.131,433.4815,382.6049
5889,Sepetiba,2.325,4.8655,21,118,157,2.7368,1.9039,1.849,13.6728,23.0374,435.3457,416.0123
5263,Tacoma,3.2,5.9918,28,79,130,2.8192,2.0229,1.9359,10.7453,22.6918,436.4938,396.8642
5477,Malaga,1.175,4.9661,32,78,121,2.5652,2.103,1.9428,12.6003,23.1442,434.6914,407.8642
1231,New Mangalore,0.4167,6.5255,11,28,43,3.0069,2.3593,2.2929,15.7288,29.5937,434.9506,378.1235
611,Makassar,2.3167,7.2598,9,11,33,3.4462,3.0824,2.4279,10.6328,21.9578,435.9753,405.3086
3915,Bilbao,2.875,5.4744,43,120,189,2.5721,2.0549,1.8879,12.4435,21.0603,435.9259,414.1975
1142,Torshavn,0.9,6.4767,9,16,20,2.9931,2.4302,2.3455,16.5331,25.6143,407.8148,346.8889
3662,Mombasa,2.3417,11.8986,30,88,122,2.6705,1.9908,1.9268,16.887,25.8543,430.3333,388.037
2978,Colombo,15.5833,5.0339,98,299,384,2.0641,1.6636,1.5606,9.9698,18.5386,436.7654,420.9136
2131,Colon(PAN),2.5417,4.4435,61,172,230,2.3341,1.8032,1.7254,11.3861,21.2094,436.679,411.963
3415,Lianyungang,0.75,5.0229,16,45,90,2.5812,2.2403,2.0366,10.5401,22.9576,435.5802,394.3951
4289,Leghorn,4.425,5.3375,41,211,289,2.8192,1.7986,1.6934,11.6816,20.7483,434.4568,409.9753
8839,Sendai-Shiogama,0.8667,5.412,10,39,68,3.1304,2.2517,2.1899,12.156,23.6152,436.1358,398.2469
3035,Mishima-Kawanoe,0.8667,5.8486,8,8,12,3.1579,2.4485,2.3799,10.7571,24.2249,436.9012,399.6667
5157,Douala,0.675,5.9551,21,77,140,2.4805,1.9588,1.8764,18.0221,30.097,428.8765,377.963
5554,Ashdod,4.6083,5.7712,50,139,180,2.5011,1.8902,1.8307,12.531,22.1855,433.3951,405.963
298,Kingston(JAM),6.7,4.5093,77,203,224,2.3158,1.8009,1.7597,10.6373,19.1679,436.9259,422.3086
5403,Fangcheng,0.5167,5.5605,3,5,18,2.9268,2.4302,2.2746,10.3884,24.4823,435.6543,388.3457
1304,Szczecin,0.5,5.872,18,35,65,2.7941,2.1419,2.0252,17.1299,29.0793,434.679,394.9877
166,Marseilles,1.2,5.5411,23,77,129,2.9062,2.2563,2.0595,12.8858,23.1948,431.358,395.2346
1524,Bintulu,1.3083,7.3745,19,31,58,2.6728,2.3135,2.2151,12.4929,23.688,436.5185,402.2222
3592,Naples,3.6333,5.5196,43,195,263,2.6773,1.8261,1.7368,12.05,20.9158,434.1975,409.358
3624,Napier,1.75,7.0953,18,95,121,2.7048,1.9245,1.8535,17.9793,27.5983,419.4074,376.2963
1817,Conakry,0.5333,5.2965,19,54,70,2.7689,2.2174,2.1419,18.343,28.2549,425.8025,364.7654
4345,Koper,2.4417,5.3463,28,96,159,2.8856,1.9451,1.8398,13.6328,23.7541,432.5926,400.7654
3501,Songkhla,1.425,5.5611,9,13,28,2.7002,2.3478,2.2746,10.445,20.2438,436.8642,412.2222
2266,Lome,1.9167,4.7062,33,124,170,2.6613,1.8261,1.7712,13.5156,22.8409,434.6173,401.5432
3144,Salvador,2.8833,5.6988,33,137,184,2.659,1.9291,1.8215,14.239,23.6251,435.284,419.1235
818,Vostochnyy,1.6667,6.6247,10,21,31,3.1693,2.3204,2.2632,12.7918,23.4874,435.0617,394.3951
722,Pyeongtaek,2.3417,5.156,27,64,98,2.7071,2.0069,1.9199,9.3048,20.3588,436.8889,410.9506
6166,Jawaharlal Nehru,10.45,5.2878,64,245,341,2.3524,1.7414,1.6247,10.5931,18.999,436.7037,420.0494
4868,Bitung,1.0167,7.7368,10,11,30,2.8856,2.4005,2.2105,13.0169,25.1139,436.3333,387.6173
4592,Semarang,3.0333,5.9546,12,29,85,2.778,2.2975,2.1876,10.3476,20.1288,436.7284,417.2099
4258,Volos,0.5,6.7104,15,28,73,3.0343,2.5446,2.1579,16.0823,28.5528,432.3827,377.0247
4714,Larvik,0.8833,5.7506,14,25,40,2.7941,2.3455,2.286,15.0053,23.5146,427.4198,371.5185
821,Piraeus,5.15,5.3728,73,189,271,2.7231,1.7986,1.6957,12.9707,21.9218,434.9383,407.6914
808,Naoetsu,0.8,6.2362,7,10,25,3.8604,3.2334,2.3684,10.8546,22.8504,436.7407,400.3827
5522,Constantza,3.3167,6.3987,30,143,208,3.0915,1.8787,1.7918,14.3238,23.5869,433.1235,404.4198
1658,Rio Haina,2.875,4.9259,44,134,167,2.6407,1.9634,1.8741,11.5862,21.6555,436.8765,417.963
6464,Pipavav,1.8083,5.8568,17,50,93,2.7574,2.1762,1.9428,12.5024,22.6251,434.8765,410.4938
2775,Rio Grande(BRA),5.4333,5.6178,24,182,256,2.9199,1.7849,1.6911,13.3884,23.4711,435.3827,414.2099
2241,Poti,0.7917,7.4663,15,18,38,3.1533,2.6316,2.3913,17.0358,27.5792,431.0988,373.2593
944,Vladivostok,1.8417,6.5839,8,18,32,2.8032,2.3249,2.2632,11.2988,22.429,436.7654,400.0494
5793,Muara Port,0.95,8.8307,15,22,42,2.6934,2.3432,2.2449,14.3829,25.2294,435.1111,397.2099
185,Jebel Ali,22.5917,4.9772,107,266,347,2.2037,1.7208,1.6339,10.0677,19.062,436.8025,422.6296
603,Rio de Janeiro,4.0333,4.4276,44,202,257,2.3593,1.7986,1.6888,13.1835,22.1259,435.4815,419.679
5438,Vitoria,1.6417,5.2897,28,95,133,3.0458,2.1579,1.9314,15.4033,25.3812,434.6914,410.9012
2539,Tomakomai,2.0583,5.8796,15,40,67,3.151,2.2883,2.222,11.3335,22.5821,436.6914,401.6543
2756,Copenhagen,1.9333,5.8138,26,34,64,2.7963,2.3524,2.1854,13.1212,22.5005,435.2963,411.3827
4620,Auckland,1.9917,6.1148,36,100,114,2.6407,2.0092,1.9451,16.972,26.0436,427.1728,391.2593
5096,Visakhapatnam,0.9167,6.7508,13,23,43,2.7803,2.3043,2.2265,12.9529,23.8516,432.7901,401.8519
3169,Kuantan,2.6083,4.7053,27,59,116,2.6224,2.238,2.0847,9.1124,18.893,436.9259,417.9753
2685,Augusta,0.4583,5.3379,24,63,116,2.9176,2.2059,1.9634,15.691,27.6387,425.9259,371.7778
4899,Miami,3.9667,5.073,52,186,218,2.2883,1.8352,1.7826,11.586,20.1199,436.7901,423.5062
1965,Suva,0.5583,9.1819,11,43,55,2.8627,2.2334,2.1854,21.297,31.1435,403.8889,346.5679
3164,Hong Kong,82.3583,4.5627,166,477,549,1.9291,1.4348,1.3638,8.3398,16.5527,437,424.9259
8956,Sohar,1.2,5.1754,16,28,63,2.7803,2.3753,2.1808,12.0467,23.1049,436.7037,407.4691
4646,Dublin,5.2333,5.7848,25,32,65,2.7803,2.3593,2.2403,12.5178,21.2266,435.9506,414.3333
4604,Jeddah,10.45,4.2895,96,268,338,2.1899,1.6911,1.6156,11.1604,19.0969,436.4938,422.7531
4779,Kuching,1.6583,8.139,12,14,26,2.8124,2.405,2.3158,11.8043,21.5833,436.2346,412.7531
5760,Gdansk,3.225,6.3665,26,51,104,2.7963,2.2677,2.0664,13.2007,22.4522,435.1481,407.0988
3943,Corinto,0.7,5.8981,10,35,64,3.5812,2.2128,2.1007,15.9468,27.4772,422.6667,380.4815
5802,Tokyo,26.9833,4.5254,73,213,302,2.5263,1.7323,1.6453,8.4552,19.0021,437,415.8148
2994,Tokuyama,2.15,5.3116,25,37,85,2.8558,2.3112,2.1625,9.3109,20.7771,436.9877,407.2716
2275,Cork,1.5333,5.9364,10,15,34,2.7803,2.3799,2.3021,13.6362,23.8449,435.358,410.6296
2865,Salerno,3.1333,5.6548,49,104,161,2.6453,2.0938,1.9931,13.1006,21.6554,434.284,407.8395
1781,Cape Town,4.4333,4.5,48,206,291,2.3249,1.8078,1.6842,15.0261,23.2574,434.8642,410.0494
1549,Duisburg,0.6583,6.5212,4,6,6,4.0961,2.476,2.3844,19.7514,26.2139,318.8519,292.9259
670,Surabaya,9.1417,5.1318,42,71,147,2.6064,2.1648,1.8947,9.174,19.0121,436.8765,419.6296
4489,Seattle,3.25,6.0751,20,107,171,2.8215,1.9336,1.849,10.8525,22.4631,436.6173,403.1728
5135,Gdynia,2.1917,6.0815,20,44,124,2.8101,2.2654,2.032,13.3468,22.9037,434.9136,407.3704
2782,Port Everglades,4.3167,4.8587,48,154,197,2.6659,1.9268,1.8398,12.2465,21.7844,436.8642,422.1111
4400,Muuga,1.5833,6.893,25,35,76,2.8375,2.3501,2.0938,14.4999,24.2888,434.1481,396.037
8079,Portsmouth(VA USA),4.75,4.3659,33,214,270,2.4005,1.8032,1.7094,10.9639,19.7103,436.358,418.3704
2248,Felixstowe,13.2,4.278,94,331,405,2.0435,1.659,1.5606,10.8839,19.0721,436.1852,424.4815
1903,Pasir Gudang,6.05,4.4721,50,113,179,2.4737,2.1556,1.9977,8.638,17.9091,436.9877,422.1358
2503,Honolulu,2.0667,8.4048,18,73,78,2.7986,2.0092,1.9657,14.1957,24.6636,429,394.2222
130,Port Elizabeth,2.2667,5.6437,16,135,194,2.6751,1.8947,1.8009,14.9351,24.0769,433.1235,391.6296
5213,Havana,0.5833,4.737,17,32,64,2.714,2.373,2.1739,12.6665,24.4569,433.4938,383.1481
2516,Imbituba,0.45,5.2148,14,33,65,3.1213,2.3524,1.9771,16.6139,31.162,434.963,394.4815
3326,Vila do Conde,0.4833,6.9468,6,27,51,2.8879,2.5378,2.3661,19.519,31.895,427.2963,364.9012
5784,Gefle,0.95,6.5889,19,39,65,2.833,2.3432,2.27,15.5902,26.5854,435.284,404.5185
4059,Corunna,0.3,5.6637,12,24,31,2.9382,2.3295,2.27,18.4417,22.1328,344.9259,291.8519
881,Toamasina,1.1583,9.2385,17,52,66,2.9222,2.1213,2.0389,17.6583,27.0579,422.6667,378.9506
5270,Rijeka,1.2917,6.2965,20,62,118,2.9771,1.9817,1.8833,14.3843,24.5904,431.8519,392.7778
1985,Vigo,2.625,5.5524,31,75,131,2.73,2.2174,2.0412,13.1618,21.7906,435.1358,412.8519
3456,Marsaxlokk,7.4083,4.836,101,242,312,2.1762,1.7346,1.6476,11.0371,18.726,435.6296,418.6914
167,Salalah,5.0333,4.1868,65,188,244,2.2037,1.8215,1.7231,10.6814,19.0729,435.9012,407.8025
2249,Riga,1.9667,6.3809,30,46,96,2.7826,2.3387,2.087,14.7816,24.1318,434.4691,404.5062
3066,Dunedin,1.45,7.0936,14,62,81,2.9634,2.0229,1.9085,18.8111,27.9258,419.3457,384.4938
1912,Cotonou,1.8,3.9733,26,112,142,2.4989,1.8513,1.8238,13.67,22.5796,435.6667,411.2346
42,Immingham,1.9583,5.0305,17,35,54,2.7048,2.3158,2.2426,11.9915,21.6499,435.9012,413.7901
1597,Kanazawa,1.6833,5.6236,13,24,45,3.1602,2.4211,2.2723,10.5978,22.3951,436.8519,403.0123
20,Omaezaki,0.6167,5.5825,11,23,46,2.6247,2.2769,2.2037,11.6325,26.1676,435.8519,368.9877
4303,Incheon,9.1583,5.1813,42,92,153,2.6842,2.1762,2.0503,8.6174,19.1456,436.9506,415.4568
5513,Dunkirk,2.15,5.0031,30,145,230,2.7117,1.9359,1.7849,12.2584,21.0336,435.4691,411.8765
4006,Gemlik,1.9333,5.8242,35,88,139,2.8673,2.222,2.087,13.78,23.6099,434.0494,400.1481
2968,La Guaira,2.6083,4.6496,42,103,165,2.7483,2.1442,2.0046,11.3116,21.6573,436.6914,414.7407
3817,Ningbo,19.6917,4.3721,72,335,420,2.4119,1.6224,1.524,8.3348,17.2858,437,422.4321
8640,Nansha,1.8333,4.4249,25,146,191,2.6568,1.8535,1.7918,8.8599,18.4831,436.9259,418.4815
2918,General Santos,0.9167,6.4354,9,14,36,3.5469,2.4188,2.2563,12.1666,23.231,435.6667,402.0741
