id_port,name,freq,SpaceP_deg,SpaceP_close_unw,SpaceP_close_dur,travel_time_c0,travel_time_c2,nb_reachable_c0,nb_reachable_c2
2213,Anchorage,0.4833,4,2.9314,22.9572,16.3532,31.6743,422.3704,344.2222
7762,Longoni,0.6083,53,2.2197,18.4211,20.5404,31.7493,426.0,369.8272
5145,Ancona,1.3333,85,2.3066,15.9436,14.1639,24.1385,433.0617,399.2099
681,Kristiansand,1.0667,63,2.2838,17.7117,13.7197,23.9484,434.8765,408.4074
501,Chornomorsk,1.5167,164,1.8261,15.6335,14.975,24.4603,433.358,404.1605
1652,Pekanbaru,0.3667,9,2.3638,18.3245,14.5349,28.0839,431.9753,383.8272
3062,Belawan,2.4,60,2.2151,18.519,9.8575,19.8785,435.6049,411.2963
1452,Pointe a Pitre,1.025,77,1.9588,16.2272,14.2335,24.9955,435.0247,405.6543
5041,Belem,0.3833,45,2.2426,19.4984,20.227,29.7908,426.2963,387.4444
253,Belfast,2.225,52,2.2838,16.7874,13.3345,22.1762,435.1852,412.7531
372,Nagasaki,0.3,18,2.2883,17.1044,12.6648,27.8537,436.6173,387.037
2235,Puerto Barrios,0.3917,10,2.6316,15.5308,16.8435,29.681,433.5185,397.7778
1254,Lyttelton,1.8167,96,2.0618,23.2446,19.4156,29.2542,413.7654,372.1852
9703,Tangier-Mediterranee,2.9667,282,1.7208,12.7953,11.2212,19.945,435.7654,419.4938
1786,Tangier,0.4833,108,2.0206,14.1975,14.7941,25.3386,433.1975,391.9506
1314,Shibushi,0.4833,41,2.3089,16.4886,10.7927,24.81,436.5679,386.4444
5134,Hirao,0.4667,35,2.2586,17.1395,5.4811,10.9826,222.1975,206.0123
1107,Belize City,0.475,38,2.4188,15.9287,14.9151,26.0196,432.6173,394.7901
811,Kolkata,2.4917,68,2.1693,20.2289,11.7513,21.3576,435.679,408.0864
790,Mejillones,0.65,122,1.881,18.2871,15.6267,28.8802,430.8395,365.8889
6418,Shenzhen,0.5917,122,2.0023,15.2601,11.3473,22.8685,436.6667,393.9012
2414,Radicatel,0.6583,16,2.3249,16.5209,15.0052,26.0342,434.2346,390.8765
6047,Rades,1.95,108,2.1579,15.7138,13.6093,22.4966,433.9383,406.8765
1546,Palma(Canary Is),0.4,18,2.3799,18.0141,17.0768,29.9891,430.0,362.1481
7559,Manzanillo(PAN),9.375,307,1.6453,15.4563,10.3063,18.8881,437.0,422.0123
3590,Shekou,9.8917,331,1.643,16.3215,8.3439,17.6079,437.0,421.4198
1139,Hiroshima,3.6417,76,2.2197,16.3961,9.3693,20.3096,436.9506,410.358
2993,Hamburg,25.8083,446,1.4966,17.5445,11.2559,19.2267,436.0,422.679
5749,Annaba,0.625,87,2.1968,14.882,12.3855,23.5804,433.7407,400.9383
6142,Diliskelesi,0.5083,100,1.9611,14.0828,17.8237,28.5452,422.4815,371.7778
1369,San Juan(PRI),2.4417,127,2.0526,13.9371,12.0336,21.6935,436.7037,411.0617
2631,Port of Spain,3.2,196,1.8055,13.372,11.5719,21.6991,436.9136,427.7778
3191,Iwakuni,0.4417,39,2.2586,16.9503,21.0744,32.3484,436.3333,401.037
5075,Hamina,0.7833,51,2.2883,19.6199,15.2226,26.3521,433.9753,392.1605
3719,Cadiz,2.05,81,2.1533,14.136,12.5954,21.4166,434.9506,411.9012
2385,Antalya,0.5667,70,2.1465,16.8049,15.7205,27.4425,431.1481,384.7407
2567,Point Lisas,0.975,91,2.1396,15.7011,14.1722,24.2434,433.4074,405.1481
2714,Civitavecchia,0.5083,61,2.2723,15.4577,13.9636,25.721,432.2716,384.8025
4717,Tsuruga,0.7917,30,2.3547,17.428,10.6927,22.8627,436.716,406.2593
5094,Tampa,0.4917,46,2.2037,14.7573,14.7764,27.7197,434.9877,396.8148
3272,Laem Chabang,20.6417,262,1.7231,18.4135,8.7232,17.7462,437.0,422.6173
2201,Cagayan de Oro,0.475,18,2.2563,18.3617,13.0825,25.5049,436.6049,392.0741
963,Antofagasta,0.9,115,1.8947,16.4321,14.6655,27.7169,436.4568,384.0247
4250,Port Muhammad Bin Qasim,2.65,176,1.8375,17.8835,10.783,21.0052,436.2716,412.2593
4992,Cagliari,4.4667,200,1.7849,15.0635,12.2096,21.0802,435.3457,414.8889
576,Antwerp,23.3583,492,1.4508,15.4264,10.6814,17.9205,436.1852,424.5062
3380,Nassau,0.85,16,2.4851,14.3657,12.7488,23.925,436.037,411.8519
3618,Sharjah,1.0917,65,2.1945,14.3659,12.0497,24.5707,436.716,401.0494
5137,Masan,1.1417,46,2.2151,17.6877,9.9872,22.0713,436.8642,405.1235
4444,Grangemouth,2.2833,33,2.3158,16.0438,12.3163,21.3843,435.7778,418.4198
1282,Shantou,0.8917,82,2.0801,16.3046,9.2755,20.4797,436.9877,413.5926
8914,Fushiki-Toyama,2.5333,68,2.2243,18.1739,10.5604,22.3742,436.6667,405.3457
3824,Wellington,1.175,74,2.1716,23.0473,19.5932,29.8335,414.3704,365.8642
90,Apapa-Lagos,2.9417,219,1.7574,19.2851,14.9117,23.6423,435.9383,396.358
1182,Shanghai,62.8333,534,1.3822,15.6811,8.3354,17.2893,437.0,423.0741
2779,Palermo,0.4167,32,2.3638,16.8354,16.2784,27.8175,432.7037,383.3951
4326,Izmir,6.8417,212,1.8513,16.9449,12.6404,21.2681,434.5556,407.9753
4760,Izmit,0.4333,110,1.9451,17.4205,17.3529,31.0414,431.321,384.2593
1612,Talcahuano,0.3417,107,1.8856,14.061,18.6467,33.0559,427.2716,360.284
2346,Djibouti,2.725,175,1.8215,14.401,12.2738,21.2665,436.3951,415.8025
4438,Weihai,1.6083,31,2.254,16.8376,9.1159,21.4619,436.9259,406.2716
5778,Aqaba,2.8417,178,1.8009,16.8205,12.9691,21.0162,435.7901,417.358
1997,Oran,0.6667,61,2.2014,13.1552,14.3566,25.3678,434.963,395.642
4295,Mesaieed,0.8917,13,2.6247,16.3837,11.8725,23.9011,436.642,391.642
3432,Fuzhou,1.25,112,2.0092,14.9912,9.728,20.2454,436.8765,413.6173
9719,Evyap,0.45,132,1.865,16.4826,17.9346,30.4097,422.0741,349.5185
3529,Ho Chi Minh City,11.4083,150,2.0458,15.7575,8.5266,17.6209,437.0,421.4198
2935,Liverpool,2.3,91,2.1281,16.3862,13.5782,22.4432,435.4198,406.3086
8435,Pecem,1.8833,150,1.9725,16.7666,14.9214,23.4529,433.1852,411.5556
5917,Seville,0.3167,57,2.2517,15.6388,19.0373,32.8679,432.0494,351.0247
1441,Caldera(CRI),1.0167,83,2.0984,15.246,14.5268,25.238,433.9506,392.5802
4458,Takamatsu,0.9167,24,2.2952,16.9893,10.0844,23.1548,436.6049,404.7037
3106,Trieste,2.0,163,1.8146,16.7441,13.9584,24.4169,432.4815,395.1728
7598,Oakland,9.4833,259,1.7117,17.9312,9.3742,19.3973,436.963,414.0864
502,Kawasaki,0.625,47,2.2151,16.7244,10.4081,24.49,435.9877,394.7407
70,Warrenpoint,0.5417,2,2.8032,18.6984,15.4749,26.4299,432.5556,389.2716
4867,Nacala,0.3917,36,2.2838,18.8441,22.2588,33.1611,419.9012,343.4444
4640,Southampton,3.9833,155,1.8673,16.0637,11.885,20.1599,435.8272,422.5926
1878,Hodeidah,1.7417,73,2.1716,17.6943,13.3309,23.1095,436.0247,408.3951
1891,Misurata,0.3833,40,2.3776,15.2604,15.6202,28.6875,429.5926,343.9753
9468,Taipei,4.3583,171,1.8238,20.1691,9.1961,19.6383,436.9136,418.0741
2394,Setubal,0.375,56,2.1648,14.8592,16.5397,30.0666,433.0617,374.8025
3647,Taichung,15.9167,138,2.0778,15.1733,8.5356,18.663,436.9259,418.8395
4042,Callao,5.7083,235,1.762,17.4212,10.6613,20.6348,437.0864,418.7407
2157,Doha(QAT),1.5333,16,2.3043,14.5356,11.8907,23.5985,436.642,405.6914
4700,Jacksonville,1.9917,177,1.8078,15.4108,11.7737,21.7102,435.8889,414.9012
5160,Malmo,0.4833,40,2.3318,18.4343,14.6254,26.0877,434.8272,402.4198
5490,Walvis Bay,0.9,104,2.0275,21.7055,17.3177,27.892,428.5185,386.5185
5923,Arica,0.7417,103,2.0572,16.024,13.8793,26.9394,436.9136,395.3086
4572,New York,12.325,327,1.6362,16.5333,10.3914,18.3769,436.8519,420.6296
4823,Prince Rupert,0.4917,39,2.2151,19.1721,14.1969,26.7882,433.642,385.2099
402,New Tuticorin,1.5833,55,2.1693,17.1786,10.7882,21.6788,436.6914,412.8765
4165,Mersin,6.075,273,1.7231,16.7377,12.4709,21.7262,434.0864,405.8025
4231,Toyohashi,1.2083,49,2.2197,17.518,9.8528,22.8765,436.7531,398.2593
4593,Keelung,19.1333,288,1.6819,16.1047,8.5677,18.659,436.9506,416.6049
2664,San Antonio(CHL),2.6083,151,1.833,15.5877,13.147,23.7947,436.8765,406.0494
1534,New Plymouth,0.6417,102,1.9176,23.9916,21.3591,32.2513,408.1111,348.6049
1995,Greenock,1.1917,40,2.3043,16.1076,14.5863,24.6532,435.1481,399.0247
115,Port Klang,37.3917,425,1.5057,17.0636,8.0869,16.3833,437.0,427.0988
2549,Qingdao,22.3583,399,1.5492,15.7346,8.3841,18.0832,437.0,422.4938
